ID	Speaker	ALL	CT	ABC	CNN	WP	NPR	PF	TG	NYT	FC	Text
0	HOLT	0	0	0	0	0	0	0	0	0	0	Good evening from Hofstra University in Hempstead, New York.
1	HOLT	0	0	0	0	0	0	0	0	0	0	"I'm Lester Holt, anchor of ""NBC Nightly News."""
2	HOLT	0	0	0	0	0	0	0	0	0	0	I want to welcome you to the first presidential debate.
3	HOLT	0	0	0	0	0	0	0	0	0	0	The participants tonight are Donald Trump and Hillary Clinton.
4	HOLT	0	0	0	0	0	0	0	0	0	0	This debate is sponsored by the Commission on Presidential Debates, a nonpartisan, nonprofit organization.
5	HOLT	0	0	0	0	0	0	0	0	0	0	The commission drafted tonight's format, and the rules have been agreed to by the campaigns.
6	HOLT	0	0	0	0	0	0	0	0	0	0	The 90-minute debate is divided into six segments, each 15 minutes long.
7	HOLT	0	0	0	0	0	0	0	0	0	0	We'll explore three topic areas tonight: Achieving prosperity; America's direction; and securing America.
8	HOLT	0	0	0	0	0	0	0	0	0	0	At the start of each segment, I will ask the same lead-off question to both candidates, and they will each have up to two minutes to respond.
9	HOLT	0	0	0	0	0	0	0	0	0	0	From that point until the end of the segment, we'll have an open discussion.
10	HOLT	0	0	0	0	0	0	0	0	0	0	The questions are mine and have not been shared with the commission or the campaigns.
11	HOLT	0	0	0	0	0	0	0	0	0	0	The audience here in the room has agreed to remain silent so that we can focus on what the candidates are saying.
12	HOLT	0	0	0	0	0	0	0	0	0	0	I will invite you to applaud, however, at this moment, as we welcome the candidates: Democratic nominee for president of the United States, Hillary Clinton, and Republican nominee for president of the United States, Donald J. Trump.
13	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
14	CLINTON	0	0	0	0	0	0	0	0	0	0	How are you, Donald?
15	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
16	HOLT	0	0	0	0	0	0	0	0	0	0	Good luck to you.
17	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
18	HOLT	0	0	0	0	0	0	0	0	0	0	Well, I don't expect us to cover all the issues of this campaign tonight, but I remind everyone, there are two more presidential debates scheduled.
19	HOLT	0	0	0	0	0	0	0	0	0	0	We are going to focus on many of the issues that voters tell us are most important, and we're going to press for specifics.
20	HOLT	0	0	0	0	0	0	0	0	0	0	I am honored to have this role, but this evening belongs to the candidates and, just as important, to the American people.
21	HOLT	0	0	0	0	0	0	0	0	0	0	Candidates, we look forward to hearing you articulate your policies and your positions, as well as your visions and your values.
22	HOLT	0	0	0	0	0	0	0	0	0	0	So, let's begin.
23	HOLT	0	0	0	0	0	0	0	0	0	0	"We're calling this opening segment ""Achieving Prosperity."""
24	HOLT	0	0	0	0	0	0	0	0	0	0	And central to that is jobs.
25	HOLT	0	0	0	0	0	0	0	0	0	0	There are two economic realities in America today.
26	HOLT	0	0	0	0	0	0	0	0	0	0	There's been a record six straight years of job growth, and new census numbers show incomes have increased at a record rate after years of stagnation.
27	HOLT	0	0	0	0	0	0	0	0	0	0	However, income inequality remains significant, and nearly half of Americans are living paycheck to paycheck.
28	HOLT	0	0	0	0	0	0	0	0	0	0	Beginning with you, Secretary Clinton, why are you a better choice than your opponent to create the kinds of jobs that will put more money into the pockets of American works?
29	CLINTON	0	0	0	0	0	0	0	0	0	0	Well, thank you, Lester, and thanks to Hofstra for hosting us.
30	CLINTON	0	0	0	0	0	0	0	0	0	0	The central question in this election is really what kind of country we want to be and what kind of future we'll build together.
31	CLINTON	0	0	0	0	0	0	0	0	0	0	Today is my granddaughter's second birthday, so I think about this a lot.
32	CLINTON	0	0	0	0	0	0	0	0	0	0	First, we have to build an economy that works for everyone, not just those at the top.
33	CLINTON	0	0	0	0	0	0	0	0	0	0	That means we need new jobs, good jobs, with rising incomes.
34	CLINTON	0	0	0	0	0	0	0	0	0	0	I want us to invest in you.
35	CLINTON	0	0	0	0	0	0	0	0	0	0	I want us to invest in your future.
36	CLINTON	0	0	0	0	0	0	0	0	0	0	That means jobs in infrastructure, in advanced manufacturing, innovation and technology, clean, renewable energy, and small business, because most of the new jobs will come from small business.
37	CLINTON	0	0	0	0	0	0	0	0	0	0	We also have to make the economy fairer.
38	CLINTON	0	0	0	0	0	0	0	0	0	0	That starts with raising the national minimum wage and also guarantee, finally, equal pay for women's work.
39	CLINTON	0	0	0	0	0	0	0	0	0	0	I also want to see more companies do profit-sharing.
40	CLINTON	0	0	0	0	0	0	0	0	0	0	If you help create the profits, you should be able to share in them, not just the executives at the top.
41	CLINTON	0	0	0	0	0	0	0	0	0	0	And I want us to do more to support people who are struggling to balance family and work.
42	CLINTON	0	0	0	0	0	0	0	0	0	0	I've heard from so many of you about the difficult choices you face and the stresses that you're under.
43	CLINTON	0	0	0	0	0	0	0	0	0	0	So let's have paid family leave, earned sick days.
44	CLINTON	0	0	0	0	0	0	0	0	0	0	Let's be sure we have affordable child care and debt-free college.
45	CLINTON	0	0	0	0	0	0	0	0	0	0	How are we going to do it?
46	CLINTON	1	0	0	0	0	0	1	0	0	0	We're going to do it by having the wealthy pay their fair share and close the corporate loopholes.
47	CLINTON	0	0	0	0	0	0	0	0	0	0	Finally, we tonight are on the stage together, Donald Trump and I. Donald, it's good to be with you.
48	CLINTON	0	0	0	0	0	0	0	0	0	0	We're going to have a debate where we are talking about the important issues facing our country.
49	CLINTON	0	0	0	0	0	0	0	0	0	0	You have to judge us, who can shoulder the immense, awesome responsibilities of the presidency, who can put into action the plans that will make your life better.
50	CLINTON	0	0	0	0	0	0	0	0	0	0	I hope that I will be able to earn your vote on November 8th.
51	HOLT	0	0	0	0	0	0	0	0	0	0	Secretary Clinton, thank you.
52	HOLT	0	0	0	0	0	0	0	0	0	0	Mr. Trump, the same question to you.
53	HOLT	0	0	0	0	0	0	0	0	0	0	It's about putting money -- more money into the pockets of American workers.
54	HOLT	0	0	0	0	0	0	0	0	0	0	You have up to two minutes.
55	TRUMP	0	0	0	0	0	0	0	0	0	0	Thank you, Lester.
56	TRUMP	3	1	0	1	0	0	0	1	0	0	Our jobs are fleeing the country.
57	TRUMP	3	1	0	1	0	0	0	1	0	0	They're going to Mexico.
58	TRUMP	1	0	0	0	0	0	0	1	0	0	They're going to many other countries.
59	TRUMP	1	0	0	0	0	1	0	0	0	0	You look at what China is doing to our country in terms of making our product.
60	TRUMP	2	0	0	0	0	1	0	0	1	0	They're devaluing their currency, and there's nobody in our government to fight them.
61	TRUMP	0	0	0	0	0	0	0	0	0	0	And we have a very good fight.
62	TRUMP	0	0	0	0	0	0	0	0	0	0	And we have a winning fight.
63	TRUMP	0	0	0	0	0	0	0	0	0	0	Because they're using our country as a piggy bank to rebuild China, and many other countries are doing the same thing.
64	TRUMP	0	0	0	0	0	0	0	0	0	0	So we're losing our good jobs, so many of them.
65	TRUMP	0	0	0	0	0	0	0	0	0	0	When you look at what's happening in Mexico, a friend of mine who builds plants said it's the eighth wonder of the world.
66	TRUMP	0	0	0	0	0	0	0	0	0	0	They're building some of the biggest plants anywhere in the world, some of the most sophisticated, some of the best plants.
67	TRUMP	0	0	0	0	0	0	0	0	0	0	With the United States, as he said, not so much.
68	TRUMP	3	1	1	0	0	0	0	0	0	1	So Ford is leaving.
69	TRUMP	1	1	0	0	0	0	0	0	0	0	You see that, their small car division leaving.
70	TRUMP	5	1	0	1	0	1	0	0	1	1	Thousands of jobs leaving Michigan, leaving Ohio.
71	TRUMP	0	0	0	0	0	0	0	0	0	0	They're all leaving.
72	TRUMP	0	0	0	0	0	0	0	0	0	0	And we can't allow it to happen anymore.
73	TRUMP	0	0	0	0	0	0	0	0	0	0	As far as child care is concerned and so many other things, I think Hillary and I agree on that.
74	TRUMP	0	0	0	0	0	0	0	0	0	0	We probably disagree a little bit as to numbers and amounts and what we're going to do, but perhaps we'll be talking about that later.
75	TRUMP	0	0	0	0	0	0	0	0	0	0	But we have to stop our jobs from being stolen from us.
76	TRUMP	0	0	0	0	0	0	0	0	0	0	We have to stop our companies from leaving the United States and, with it, firing all of their people.
77	TRUMP	0	0	0	0	0	0	0	0	0	0	All you have to do is take a look at Carrier air conditioning in Indianapolis.
78	TRUMP	0	0	0	0	0	0	0	0	0	0	They left -- fired 1,400 people.
79	TRUMP	3	1	0	1	0	0	0	1	0	0	They're going to Mexico.
80	TRUMP	1	0	0	0	0	0	0	1	0	0	So many hundreds and hundreds of companies are doing this.
81	TRUMP	0	0	0	0	0	0	0	0	0	0	We cannot let it happen.
82	TRUMP	1	0	0	0	0	0	1	0	0	0	Under my plan, I'll be reducing taxes tremendously, from 35 percent to 15 percent for companies, small and big businesses.
83	TRUMP	0	0	0	0	0	0	0	0	0	0	That's going to be a job creator like we haven't seen since Ronald Reagan.
84	TRUMP	0	0	0	0	0	0	0	0	0	0	It's going to be a beautiful thing to watch.
85	TRUMP	0	0	0	0	0	0	0	0	0	0	Companies will come.
86	TRUMP	0	0	0	0	0	0	0	0	0	0	They will build.
87	TRUMP	0	0	0	0	0	0	0	0	0	0	They will expand.
88	TRUMP	0	0	0	0	0	0	0	0	0	0	New companies will start.
89	TRUMP	0	0	0	0	0	0	0	0	0	0	And I look very, very much forward to doing it.
90	TRUMP	0	0	0	0	0	0	0	0	0	0	We have to renegotiate our trade deals, and we have to stop these countries from stealing our companies and our jobs.
91	HOLT	0	0	0	0	0	0	0	0	0	0	Secretary Clinton, would you like to respond?
92	CLINTON	0	0	0	0	0	0	0	0	0	0	Well, I think that trade is an important issue.
93	CLINTON	0	0	0	0	0	0	0	0	0	0	Of course, we are 5 percent of the world's population; we have to trade with the other 95 percent.
94	CLINTON	0	0	0	0	0	0	0	0	0	0	And we need to have smart, fair trade deals.
95	CLINTON	0	0	0	0	0	0	0	0	0	0	We also, though, need to have a tax system that rewards work and not just financial transactions.
96	CLINTON	0	0	0	0	0	0	0	0	0	0	And the kind of plan that Donald has put forth would be trickle-down economics all over again.
97	CLINTON	1	0	0	0	0	0	1	0	0	0	In fact, it would be the most extreme version, the biggest tax cuts for the top percent of the people in this country than we've ever had.
98	CLINTON	0	0	0	0	0	0	0	0	0	0	I call it trumped-up trickle-down, because that's exactly what it would be.
99	CLINTON	0	0	0	0	0	0	0	0	0	0	That is not how we grow the economy.
100	CLINTON	0	0	0	0	0	0	0	0	0	0	We just have a different view about what's best for growing the economy, how we make investments that will actually produce jobs and rising incomes.
101	CLINTON	0	0	0	0	0	0	0	0	0	0	I think we come at it from somewhat different perspectives.
102	CLINTON	0	0	0	0	0	0	0	0	0	0	I understand that.
103	CLINTON	1	0	0	1	0	0	0	0	0	0	You know, Donald was very fortunate in his life, and that's all to his benefit.
